,latitude,longitude,free_bikes
796,43.65945682499,-79.38236466864778,17
797,43.6357643,-79.4674917,14
798,43.6409957,-79.40966630000001,4
799,43.73003601845614,-79.2920036521843,7
800,43.6798678328407,-79.33424613862303,6
801,43.6425791,-79.40011729999999,5
802,43.665076,-79.341509,11
803,43.720998,-79.377456,3
804,43.71101621552703,-79.30675743891624,10
805,43.72749778259739,-79.32714222209015,5
806,43.6543604,-79.4655296,1
807,43.662857,-79.44618,0
808,43.6487245,-79.36839,6
809,43.669821695059376,-79.39444614603269,4
810,43.6224434,-79.480284,22
811,43.70960859570095,-79.39915125005619,4
812,43.646734,-79.38301,15
813,43.6561111,-79.36138888888888,7
814,43.6868681,-79.3110942,0
815,43.75531728502427,-79.51704708227844,0
816,43.656026,-79.385327,7
817,43.668633,-79.291162,14
818,43.6463574,-79.391206,6
819,43.6622222,-79.3825,2
820,43.686442,-79.313404,10
821,43.70547,-79.40355,9
822,43.67665014253828,-79.44503029755326,22
823,43.7105975,-79.2541175,0
824,43.6682342,-79.3702641,5
825,43.7005976,-79.397345,1
826,43.66335070995886,-79.41312798316125,4
827,43.7063473,-79.40161,7
828,43.70756436685646,-79.46571474966814,0
829,43.6834703,-79.5108942,2
830,43.6523196075425,-79.37684857674785,11
831,43.68402031135697,-79.45297885330353,0
832,43.597082,-79.522768,8
833,43.6962750705313,-79.39629396191867,5
834,43.687323,-79.304848,2
835,43.7112153,-79.39894,6
836,43.649649714291584,-79.39372141352654,7
837,43.65378337432506,-79.36335973372954,10
838,43.6741219,-79.4352208,0
839,43.671389,-79.382919,4
840,43.65748153286412,-79.38921396018827,10
841,43.637981,-79.424146,14
842,43.68688938028234,-79.40099513147447,1
843,43.665846,-79.404998,5
844,43.6575,-79.39527777777778,21
845,43.6509552,-79.3707,4
846,43.64813057569729,-79.38858106137695,10
847,43.694341,-79.291416,1
848,43.68306889999999,-79.279682,4
849,43.6390437,-79.4760109,12
850,43.658148,-79.398167,0
851,43.6518918789007,-79.40577861712723,0
852,43.6322445,-79.4108105,24
853,43.6702236,-79.4360232,5
854,43.64089724173822,-79.43283582518329,9
855,43.656638,-79.358749,7
856,43.693256,-79.383238,1
857,43.665269,-79.319796,18
858,43.6535,-79.354068,13
859,43.70503461857136,-79.33547292037659,9
860,43.683296,-79.418734,1
861,43.77086729028769,-79.49812990660705,5
862,43.72486103230542,-79.30351306295167,9
863,43.6720273,-79.3470557,8
864,43.6508333333333,-79.4430555555556,0
865,43.657424,-79.381019,9
866,43.68827060022711,-79.43937767081853,0
867,43.65049,-79.3873,25
868,43.6408346,-79.3429074,16
869,43.75404854399297,-79.2553167552948,3
870,43.6534268,-79.4512787,2
871,43.688148,-79.362101,12
872,43.6452091,-79.3960744,18
873,43.683378,-79.322961,4
874,43.6589882,-79.438715,1
875,43.683351,-79.41562,0
876,43.655350778457056,-79.38345966759798,33
